Revenue,Childrens Services,5105635106,22.11.2013,Beaulieu House,Catering Purchases,33.26,MEDINA FOODSERVICE
Revenue,Childrens Services,5105635108,22.11.2013,Beaulieu House,Catering Purchases,34.01,MEDINA FOODSERVICE
Capital,Childrens Services,5105636673,15.11.2013,Beaulieu House,Catering Purchases,37.86,MEDINA FOODSERVICE
Revenue,Childrens Services,5105637249,20.11.2013,Beaulieu House,Catering Purchases,26.03,MEDINA FOODSERVICE
Revenue,Childrens Services,5105637249,20.11.2013,Beaulieu House,Catering Purchases,9.15,MEDINA FOODSERVICE
Revenue,Childrens Services,5105636973,15.11.2013,Beaulieu House,Catering Purchases,58.76,MEDINA FOODSERVICE
Revenue,Childrens Services,5105636249,13.11.2013,Beaulieu House,Catering Purchases,61.20,MEDINA FOODSERVICE
Revenue,Childrens Services,5105637103,15.11.2013,Beaulieu House,Catering Purchases,42.62,MEDINA FOODSERVICE
Revenue,Childrens Services,5105638987,29.11.2013,Beaulieu House,Catering Purchases,59.31,MEDINA FOODSERVICE
Revenue,Childrens Services,5105638589,27.11.2013,Beaulieu House,Catering Purchases,32.00,MEDINA FOODSERVICE
Revenue,Childrens Services,5105638644,27.11.2013,Beaulieu House,Catering Purchases,40.83,MEDINA FOODSERVICE
Revenue,Childrens Services,5105638591,27.11.2013,Beaulieu House,Catering Purchases,33.15,MEDINA FOODSERVICE
Revenue,Childrens Services,5105638645,27.11.2013,Beaulieu House,Catering Purchases,75.73,MEDINA FOODSERVICE
Revenue,Childrens Services,5105636674,15.11.2013,Beaulieu House,Catering Purchases,41.55,MEDINA FOODSERVICE
Capital,Community Wellbeing & Social Care,5105637426,20.11.2013,31 Carter Avenue,Catering Purchases,38.14,MEDINA FOODSERVICE
Capital,Community Wellbeing & Social Care,5105635690,08.11.2013,31 Carter Avenue,Catering Purchases,113.07,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105635690,08.11.2013,31 Carter Avenue,Professional Services,4.70,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105637245,20.11.2013,Highmead,Catering Purchases,147.65,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105638587,27.11.2013,Medina Cafe Stock,Order Settlement,91.43,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105638587,27.11.2013,Medina Cafe Stock,Order Settlement,100.36,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105637248,20.11.2013,Medina Cafe Stock,Order Settlement,207.84,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105637248,20.11.2013,Medina Cafe Stock,Order Settlement,31.80,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105637247,20.11.2013,Medina Cafe Stock,Order Settlement,167.05,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105636246,13.11.2013,Medina Cafe Stock,Order Settlement,146.07,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105636328,13.11.2013,Medina Cafe Stock,Order Settlement,148.70,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105636329,13.11.2013,Medina Cafe Stock,Order Settlement,25.58,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105636326,13.11.2013,Medina Cafe Stock,Order Settlement,170.67,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105636326,13.11.2013,Medina Cafe Stock,Order Settlement,46.12,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105636327,13.11.2013,Medina Cafe Stock,Order Settlement,119.52,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105636328,13.11.2013,Medina Cafe Stock,Order Settlement,23.97,MEDINA FOODSERVICE
Revenue,Economy & Environment,5105636246,13.11.2013,Medina Cafe Stock,Order Settlement,74.45,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105634197,06.11.2013,40 Venner Avenue,Catering Purchases,90.37,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105634198,06.11.2013,40 Venner Avenue,Catering Purchases,20.61,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105637212,20.11.2013,40 Venner Avenue,Catering Purchases,114.24,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105637244,20.11.2013,40 Venner Avenue,Catering Purchases,5.30,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105634082,01.11.2013,Seagulls,Catering Purchases,7.68,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105634082,01.11.2013,Seagulls,Catering Purchases,105.34,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105638659,29.11.2013,Seagulls,Catering Purchases,46.26,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105638659,29.11.2013,Seagulls,Catering Purchases,10.94,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105635733,08.11.2013,Seagulls,Catering Purchases,-130.20,MEDINA FOODSERVICE
Capital,Community Wellbeing & Social Care,5105635733,08.11.2013,Seagulls,Catering Purchases,-3.84,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105634206,06.11.2013,Seagulls,Catering Purchases,63.56,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105634205,06.11.2013,Seagulls,Catering Purchases,283.72,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105634205,06.11.2013,Seagulls,Catering Purchases,15.36,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105634206,06.11.2013,Seagulls,Catering Purchases,7.68,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105635668,08.11.2013,The Laurels,Professional Services,17.16,MEDINA FOODSERVICE
Revenue,Childrens Services,5105638290,27.11.2013,Central & West Provision,Catering Purchases,30.49,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105635668,08.11.2013,The Laurels,Catering Purchases,49.53,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105637545,20.11.2013,Adelaide Resource Centre,Catering Purchases,142.02,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105635011,06.11.2013,Adelaide Resource Centre,Catering Purchases,138.02,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105635012,06.11.2013,Adelaide Resource Centre,Catering Purchases,154.85,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105636670,22.11.2013,Adelaide Resource Centre,Catering Purchases,179.90,MEDINA FOODSERVICE
Revenue,Community Wellbeing & Social Care,5105633509,29.11.2013,NHS Health Check Programme,Payment to Private Contractors,847.00,MEDINA HEALTHCARE
Revenue,Community Wellbeing & Social Care,5105633509,29.11.2013,Stop Smoking Services & Interventions,Payment to Private Contractors,640.00,MEDINA HEALTHCARE
Revenue,Community Wellbeing & Social Care,5105633509,29.11.2013,Contraception,Payment to Private Contractors,70.00,MEDINA HEALTHCARE
Revenue,Community Wellbeing & Social Care,5105633509,29.11.2013,Adult Obesity,Payment to Private Contractors,20.00,MEDINA HEALTHCARE
Revenue,Community Wellbeing & Social Care,5105633509,29.11.2013,STI Tests & Treatment,Payment to Private Contractors,35.00,MEDINA HEALTHCARE
Revenue,Community Wellbeing & Social Care,5105638004,22.11.2013,Supporting People Young People,Payment to Private Contractors,"17,306.52",MEDINA HOUSING ASSOCIATION
Revenue,Community Wellbeing & Social Care,5105638005,22.11.2013,Supporting People Older Persons,Payment to Private Contractors,786.60,MEDINA HOUSING ASSOCIATION
Revenue,Community Wellbeing & Social Care,5105638006,22.11.2013,Supporting People Older Persons,Payment to Private Contractors,"1,319.40",MEDINA HOUSING ASSOCIATION
Revenue,Community Wellbeing & Social Care,5105638007,22.11.2013,Supporting People Older Persons,Payment to Private Contractors,"1,422.79",MEDINA HOUSING ASSOCIATION
Revenue,Community Wellbeing & Social Care,5105638008,22.11.2013,Supporting People Older Persons,Payment to Private Contractors,"1,034.40",MEDINA HOUSING ASSOCIATION
Revenue,Community Wellbeing & Social Care,5105638010,22.11.2013,Supporting People Older Persons,Payment to Private Contractors,993.60,MEDINA HOUSING ASSOCIATION
Revenue,Community Wellbeing & Social Care,5105638009,22.11.2013,Supporting People Older Persons,Payment to Private Contractors,76.20,MEDINA HOUSING ASSOCIATION
Revenue,Community Wellbeing & Social Care,5105638011,22.11.2013,Supporting People Older Persons,Payment to Private Contractors,216.34,MEDINA HOUSING ASSOCIATION
Revenue,Community Wellbeing & Social Care,5105638012,22.11.2013,Supporting People Older Persons,Payment to Private Contractors,449.81,MEDINA HOUSING ASSOCIATION
Revenue,Community Wellbeing & Social Care,5105639103,29.11.2013,Mental Health Day Services,Hire of facilities,495.00,MEMORIAL HALL ARTS & LEISURE CO.
Revenue,Community Wellbeing & Social Care,5105639199,29.11.2013,Mental Health Day Services,Hire of facilities,495.00,MEMORIAL HALL ARTS & LEISURE CO.
Revenue,Community Wellbeing & Social Care,5105634255,06.11.2013,REDACTED PERSONAL DATA,Order Settlement,"1,699.88",MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105634255,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105634255,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105634223,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,214.08,MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105634223,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,998.08",MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105634255,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,998.08",MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105634255,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105634255,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105634255,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105634255,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,998.08",MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105634255,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,622.60",MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105636999,20.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,289.75,MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105636999,20.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"3,245.20",MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105634255,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,622.60",MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105634255,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,699.88",MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105634255,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,699.88",MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105634255,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,622.60",MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105634255,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,699.88",MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105634255,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,998.08",MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105634255,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,699.88",MENTFADE LTD
Revenue,Childrens Services,5105638838,29.11.2013,Adult Social Care - Workforce Development,Training,90.00,MENTFADE LTD
Revenue,Community Wellbeing & Social Care,5105634325,06.11.2013,Elderly Mentally Ill Residential Care,Charges from Independent Providers,"1,699.88",MERRYDALE RESIDENTIAL HOME
Revenue,Community Wellbeing & Social Care,5105634325,06.11.2013,Elderly Frail Residential Care,Charges from Independent Providers,"1,622.60",MERRYDALE RESIDENTIAL HOME
Revenue,Childrens Services,5105637106,15.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,556.96,METEOR TAXIS
Revenue,Childrens Services,5105637142,20.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,877.80,METEOR TAXIS
Revenue,Childrens Services,5105634155,06.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,866.40,METEOR TAXIS
Revenue,Childrens Services,5105637433,20.11.2013,Home to School Transport,Taxis - Contract Hire,198.36,METEOR TAXIS
Revenue,Childrens Services,5105638837,29.11.2013,Special Guardianship Order Costs,Support Children,53.37,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105635142,22.11.2013,Home to School Transport,Taxis - Contract Hire,641.25,MICK'S TAXI
Revenue,Childrens Services,5105635648,08.11.2013,Home to School Transport,Taxis - Contract Hire,271.60,MICK'S TAXI
Revenue,Community Wellbeing & Social Care,5105635428,08.11.2013,Physical Disability Homecare,Charges from Independent Providers,"6,156.48",MILFORD DEL SUPPORT AGENCY
Revenue,Community Wellbeing & Social Care,5105635429,08.11.2013,Physical Disability Homecare,Charges from Independent Providers,"1,307.60",MILFORD DEL SUPPORT AGENCY
Revenue,Community Wellbeing & Social Care,5105635434,08.11.2013,Elderly Frail Homecare,Charges from Independent Providers,232.32,MILFORD DEL SUPPORT AGENCY
Revenue,Community Wellbeing & Social Care,5105635426,08.11.2013,Learning Disability Homecare,Charges from Independent Providers,"7,375.44",MILFORD DEL SUPPORT AGENCY
Revenue,Community Wellbeing & Social Care,5105635427,08.11.2013,Learning Disability Homecare,Charges from Independent Providers,"1,848.00",MILFORD DEL SUPPORT AGENCY
Revenue,Community Wellbeing & Social Care,5105635430,08.11.2013,Learning Disability Homecare,Charges from Independent Providers,"5,691.84",MILFORD DEL SUPPORT AGENCY
Revenue,Community Wellbeing & Social Care,5105635431,08.11.2013,Learning Disability Homecare,Charges from Independent Providers,728.00,MILFORD DEL SUPPORT AGENCY
Revenue,Community Wellbeing & Social Care,5105635432,08.11.2013,Learning Disability Homecare,Charges from Independent Providers,"3,993.00",MILFORD DEL SUPPORT AGENCY
Revenue,Community Wellbeing & Social Care,5105635433,08.11.2013,Learning Disability Homecare,Charges from Independent Providers,582.40,MILFORD DEL SUPPORT AGENCY
Revenue,Community Wellbeing & Social Care,5105638000,22.11.2013,Supporting People Learning Disability,Payment to Private Contractors,"3,942.32",MILFORD DEL SUPPORT AGENCY
Revenue,Childrens Services,5105639127,29.11.2013,Agency Domiciliary Care,Charges from Independent Providers,631.62,MILFORD DEL SUPPORT AGENCY
Revenue,Childrens Services,5105639128,29.11.2013,Agency Domiciliary Care,Charges from Independent Providers,708.44,MILFORD DEL SUPPORT AGENCY
Revenue,Childrens Services,5105634229,06.11.2013,Agency Domiciliary Care,Charges from Independent Providers,116.16,MILFORD DEL SUPPORT AGENCY
Revenue,Childrens Services,5105634230,06.11.2013,Agency Domiciliary Care,Charges from Independent Providers,703.93,MILFORD DEL SUPPORT AGENCY
Revenue,Childrens Services,5105635435,08.11.2013,Agency Domiciliary Care,Charges from Independent Providers,918.04,MILFORD DEL SUPPORT AGENCY
Revenue,Community Wellbeing & Social Care,5105637999,22.11.2013,Supporting People Older Persons,Payment to Private Contractors,"8,101.52",MILFORD DEL SUPPORT AGENCY
Revenue,Community Wellbeing & Social Care,5105638001,22.11.2013,Supporting People Learning Disability,Payment to Private Contractors,"1,440.00",MILFORD DEL SUPPORT AGENCY
Revenue,Economy & Environment,5105639033,29.11.2013,Medina Cafe Stock,Order Settlement,102.60,MINGHELLA (IW) LTD
Revenue,Economy & Environment,5105636252,13.11.2013,Medina Cafe Stock,Order Settlement,256.50,MINGHELLA (IW) LTD
Revenue,Economy & Environment,5105636330,13.11.2013,Medina Cafe Stock,Order Settlement,205.20,MINGHELLA (IW) LTD
Revenue,Childrens Services,5105637378,27.11.2013,Special Educational Needs Transport,Taxis - Contract Hire,641.25,MINIBUS-PLUS.COM/TOP TAXI
Revenue,Childrens Services,5105637376,27.11.2013,Home to School Transport,Taxis - Contract Hire,468.73,MINIBUS-PLUS.COM/TOP TAXI
Revenue,Childrens Services,5105638272,27.11.2013,Leaving Care Costs,Support Children,12.00,REDACTED PERSONAL DATA
Revenue,Economy & Environment,5105635112,22.11.2013,Parking Attendants,Operational Equipment,45.00,MIX TELEMATICS EUROPE LTD
Revenue,Community Wellbeing & Social Care,5105635750,08.11.2013,My Life A Full Life,Advertising & Publicity,40.00,MJH DEVELOPMENTS LTD
Revenue,Community Wellbeing & Social Care,5105635753,08.11.2013,My Life A Full Life,Advertising & Publicity,150.00,MJH DEVELOPMENTS LTD
Revenue,Community Wellbeing & Social Care,5105635753,08.11.2013,My Life A Full Life,Advertising & Publicity,80.00,MJH DEVELOPMENTS LTD
